Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.512","spr0463","VBIStrPne107296_0512","PATRIC.171101.6.NC_003098.CDS.469762.470499.fwd","PATRIC","CDS",469762,470499,738,"+","FIG01297753","PLF_1301_00000900","PGF_00047959","NP_358057.1",245,"rr13","Response regulator of the competence regulon ComE",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.513","spr0464","VBIStrPne107296_0513","PATRIC.171101.6.NC_003098.CDS.470513.471853.fwd","PATRIC","CDS",470513,471853,1341,"+","FIG00001714","PLF_1301_00001136","PGF_00011896","NP_358058.1",446,"hk13","Histidine kinase of the competence regulon ComD",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.514","spr0465","VBIStrPne107296_0514","PATRIC.171101.6.NC_003098.CDS.471895.472050.rev","PATRIC","CDS",471895,472050,156,"-","FIG01363186","PLF_1301_00001758","PGF_10355261","NP_358059.1",51,"ip","hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.515","spr0466","VBIStrPne107296_0515","PATRIC.171101.6.NC_003098.CDS.472107.473114.rev","PATRIC","CDS",472107,473114,1008,"-","FIG01957419","PLF_1301_00001070","PGF_00295447","NP_358060.1",335,,"Competence-stimulating peptide ABC transporter permease protein ComB",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.516","spr0467","VBIStrPne107296_0516","PATRIC.171101.6.NC_003098.CDS.473133.473366.rev","PATRIC","CDS",473133,473366,234,"-","FIG00040177","PLF_1301_00003845","PGF_00392610","NP_358061.1",77,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.517","spr0468","VBIStrPne107296_0517","PATRIC.171101.6.NC_003098.CDS.473479.475032.rev","PATRIC","CDS",473479,475032,1554,"-","FIG00040508","PLF_1301_00006710","PGF_02016550","NP_358062.1",517,,"Competence-stimulating peptide ABC transporter ATP-binding protein ComA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.518","spr0469","VBIStrPne107296_0518","PATRIC.171101.6.NC_003098.CDS.475049.475636.rev","PATRIC","CDS",475049,475636,588,"-","FIG00040508","PLF_1301_00031203","PGF_02016550","NP_358063.1",195,,"Competence-stimulating peptide ABC transporter ATP-binding protein ComA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.6","spr0006","VBIStrPne107296_0006","PATRIC.171101.6.NC_003098.CDS.4756.8265.fwd","PATRIC","CDS",4756,8265,3510,"+","FIG00067681","PLF_1301_00006240","PGF_08675943","NP_357600.1",1169,"mfd","Transcription-repair coupling factor","GO:0003676|nucleic acid binding;GO:0003700|transcription factor activity;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0008026|ATP-dependent helicase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.519","spr0472","VBIStrPne107296_0519","PATRIC.171101.6.NC_003098.CDS.476191.476880.fwd","PATRIC","CDS",476191,476880,690,"+","FIG01327008","PLF_1301_00001288","PGF_03496406","NP_358066.1",229,"blpY","hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.520","spr0473","VBIStrPne107296_0520","PATRIC.171101.6.NC_003098.CDS.476922.477155.fwd","PATRIC","CDS",476922,477155,234,"+","FIG00064849","PLF_1301_00001479","PGF_00282956","NP_358067.1",77,"blpZ","hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.521","spr0474","VBIStrPne107296_0521","PATRIC.171101.6.NC_003098.CDS.477306.477917.fwd","PATRIC","CDS",477306,477917,612,"+","FIG01309771","PLF_1301_00001437","PGF_03495611","NP_358068.1",203,"pncP","Putative protease",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.522","spr0475","VBIStrPne107296_0522","PATRIC.171101.6.NC_003098.CDS.478078.478872.fwd","PATRIC","CDS",478078,478872,795,"+","FIG00774582","PLF_1301_00001024","PGF_00406573","NP_358069.1",264,,"Putative phosphotransferase YtmP",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.523","spr0476","VBIStrPne107296_0523","PATRIC.171101.6.NC_003098.CDS.478869.479504.fwd","PATRIC","CDS",478869,479504,636,"+","FIG00002733","PLF_1301_00000414","PGF_06530721","NP_358070.1",211,"trmB","tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)","GO:0008176|tRNA (guanine-N7-)-methyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.524","spr0477","VBIStrPne107296_0524","PATRIC.171101.6.NC_003098.CDS.479630.480109.fwd","PATRIC","CDS",479630,480109,480,"+","FIG01303778","PLF_1301_00001054","PGF_01682834","NP_358071.1",159,,"Bacterial ribosome SSU maturation protein RimP",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.525","spr0478","VBIStrPne107296_0525","PATRIC.171101.6.NC_003098.CDS.480153.481289.fwd","PATRIC","CDS",480153,481289,1137,"+","FIG00000168","PLF_1301_00000301","PGF_07063065","NP_358072.1",378,"nusA","Transcription termination protein NusA","GO:0003676|nucleic acid binding;GO:0003723|RNA binding"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.526","spr0479","VBIStrPne107296_0526","PATRIC.171101.6.NC_003098.CDS.481311.481604.fwd","PATRIC","CDS",481311,481604,294,"+","FIG00001133","PLF_1301_00000362","PGF_00415631","NP_358073.1",97,,"COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.527","spr0480","VBIStrPne107296_0527","PATRIC.171101.6.NC_003098.CDS.481597.481896.fwd","PATRIC","CDS",481597,481896,300,"+","FIG00001489","PLF_1301_00142102","PGF_00411944","NP_358074.1",99,,"Ribosomal protein L7Ae family protein YlxQ",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.528","spr0481","VBIStrPne107296_0528","PATRIC.171101.6.NC_003098.CDS.481913.484705.fwd","PATRIC","CDS",481913,484705,2793,"+","FIG00000102","PLF_1301_00024100","PGF_10525419","NP_358075.1",930,"infB","Translation initiation factor 2","GO:0003743|translation initiation factor activity;GO:0005525|GTP binding;GO:0006412|translation;GO:0006413|translational initiation"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.529","spr0482","VBIStrPne107296_0529","PATRIC.171101.6.NC_003098.CDS.484956.485306.fwd","PATRIC","CDS",484956,485306,351,"+","FIG00000164","PLF_1301_00035650","PGF_09452281","NP_358076.1",116,"rbfA","Ribosome-binding factor A","GO:0006364|rRNA processing"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.530","spr0483","VBIStrPne107296_0530","PATRIC.171101.6.NC_003098.CDS.485585.486364.fwd","PATRIC","CDS",485585,486364,780,"+","FIG01115099","PLF_1301_00000575","PGF_08225224","NP_358077.1",259,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.531","spr0484","VBIStrPne107296_0531","PATRIC.171101.6.NC_003098.CDS.486366.486548.fwd","PATRIC","CDS",486366,486548,183,"+","FIG01114093","PLF_1301_00001482","PGF_03495691","NP_358078.1",60,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.532",,"VBIStrPne107296_0532","PATRIC.171101.6.NC_003098.CDS.486545.486685.fwd","PATRIC","CDS",486545,486685,141,"+","FIG01116063","PLF_1301_00001854","PGF_00357783",,46,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.533",,"VBIStrPne107296_0533","PATRIC.171101.6.NC_003098.CDS.486815.486967.rev","PATRIC","CDS",486815,486967,153,"-","FIG01335776","PLF_1301_00036040","PGF_02877355",,50,,"Nucleoside diphosphate kinase (EC 2.7.4.6)","GO:0004550|nucleoside diphosphate kinase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.534",,"VBIStrPne107296_0534","PATRIC.171101.6.NC_003098.CDS.486831.486977.fwd","PATRIC","CDS",486831,486977,147,"+","FIG01355186","PLF_1301_00032034","PGF_03497629",,48,,"BOX elements",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.535","spr0485","VBIStrPne107296_0535","PATRIC.171101.6.NC_003098.CDS.486998.487231.fwd","PATRIC","CDS",486998,487231,234,"+","FIG01320952","PLF_1301_00018612","PGF_00097539","NP_358079.1",77,,"PaaD-like protein (DUF59) involved in Fe-S cluster assembly",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.536","spr0486","VBIStrPne107296_0536","PATRIC.171101.6.NC_003098.CDS.487231.488565.fwd","PATRIC","CDS",487231,488565,1335,"+","FIG00632402","PLF_1301_00005196","PGF_00797877","NP_358080.1",444,,"Hemerythrin domain protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.537","spr0487","VBIStrPne107296_0537","PATRIC.171101.6.NC_003098.CDS.488575.488829.fwd","PATRIC","CDS",488575,488829,255,"+","FIG01356883","PLF_1301_00001193","PGF_00673459","NP_358081.1",84,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.538","spr0488","VBIStrPne107296_0538","PATRIC.171101.6.NC_003098.CDS.488925.489320.fwd","PATRIC","CDS",488925,489320,396,"+","FIG01114158","PLF_1301_00001279","PGF_06487156","NP_358082.1",131,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.539","spr0489","VBIStrPne107296_0539","PATRIC.171101.6.NC_003098.CDS.489732.490181.fwd","PATRIC","CDS",489732,490181,450,"+","FIG01349516","PLF_1301_00001590","PGF_00419109","NP_358083.1",149,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.540","spr0490","VBIStrPne107296_0540","PATRIC.171101.6.NC_003098.CDS.490168.490725.fwd","PATRIC","CDS",490168,490725,558,"+","FIG00905362","PLF_1301_00008224","PGF_00027302","NP_358084.1",185,,"Acetyltransferase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.541","spr0491","VBIStrPne107296_0541","PATRIC.171101.6.NC_003098.CDS.490727.491689.fwd","PATRIC","CDS",490727,491689,963,"+","FIG01114002","PLF_1301_00002241","PGF_03497968","NP_358085.1",320,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.542","spr0492","VBIStrPne107296_0542","PATRIC.171101.6.NC_003098.CDS.491701.494352.fwd","PATRIC","CDS",491701,494352,2652,"+","FIG00000129","PLF_1301_00000337","PGF_05500127","NP_358086.1",883,"valS","Valyl-tRNA synthetase (EC 6.1.1.9)","GO:0004832|valine-tRNA ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.543","spr0493","VBIStrPne107296_0543","PATRIC.171101.6.NC_003098.CDS.494422.495177.fwd","PATRIC","CDS",494422,495177,756,"+","FIG01115870","PLF_1301_00001882","PGF_00315448","NP_358087.1",251,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.544","spr0494","VBIStrPne107296_0544","PATRIC.171101.6.NC_003098.CDS.495460.496263.fwd","PATRIC","CDS",495460,496263,804,"+","FIG01311410","PLF_1301_00001673","PGF_02053826","NP_358088.1",267,,"Fic domain protein, BT_4222 type",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.545","spr0495","VBIStrPne107296_0545","PATRIC.171101.6.NC_003098.CDS.496379.496486.rev","PATRIC","CDS",496379,496486,108,"-","FIG01306568","PLF_1301_00037217","PGF_01000105","NP_358089.1",35,"IS861-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.546","spr0496","VBIStrPne107296_0546","PATRIC.171101.6.NC_003098.CDS.496468.496857.rev","PATRIC","CDS",496468,496857,390,"-","FIG01306568","PLF_1301_00037217","PGF_01000105","NP_358090.1",129,"IS861-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.547","spr0497","VBIStrPne107296_0547","PATRIC.171101.6.NC_003098.CDS.496934.497191.rev","PATRIC","CDS",496934,497191,258,"-","FIG01306568","PLF_1301_00037217","PGF_01000105","NP_358091.1",85,"IS861-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.548",,"VBIStrPne107296_0548","PATRIC.171101.6.NC_003098.CDS.497191.497313.rev","PATRIC","CDS",497191,497313,123,"-","FIG01314079","PLF_1301_00001990","PGF_00424010",,40,,"Transposase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.549","spr0498","VBIStrPne107296_0549","PATRIC.171101.6.NC_003098.CDS.497417.497629.rev","PATRIC","CDS",497417,497629,213,"-","FIG01306568","PLF_1301_00002031","PGF_01000105","NP_358092.1",70,"IS861-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.550","spr0499","VBIStrPne107296_0550","PATRIC.171101.6.NC_003098.CDS.497876.498883.fwd","PATRIC","CDS",497876,498883,1008,"+","FIG01343392","PLF_1301_00143292","PGF_00422388","NP_358093.1",335,,"DNA/RNA HELICASE (DEAD/DEAH BOX FAMILY)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.551","spr0500","VBIStrPne107296_0551","PATRIC.171101.6.NC_003098.CDS.498905.499246.fwd","PATRIC","CDS",498905,499246,342,"+","FIG01343392","PLF_1301_00002646","PGF_00422388","NP_358094.1",113,,"DNA/RNA HELICASE (DEAD/DEAH BOX FAMILY)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.552",,"VBIStrPne107296_0552","PATRIC.171101.6.NC_003098.CDS.499342.499437.fwd","PATRIC","CDS",499342,499437,96,"+",,"PLF_1301_00020899","PGF_03497407",,31,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.553","spr0501","VBIStrPne107296_0553","PATRIC.171101.6.NC_003098.CDS.499462.499665.fwd","PATRIC","CDS",499462,499665,204,"+",,"PLF_1301_00142873","PGF_00422388","NP_358095.1",67,,"DNA/RNA HELICASE (DEAD/DEAH BOX FAMILY)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.554","spr0502","VBIStrPne107296_0554","PATRIC.171101.6.NC_003098.CDS.499733.499915.fwd","PATRIC","CDS",499733,499915,183,"+","FIG01343392","PLF_1301_00002670","PGF_03500051","NP_358096.1",60,,"Putative helicase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.555","spr0503","VBIStrPne107296_0555","PATRIC.171101.6.NC_003098.CDS.499939.500571.fwd","PATRIC","CDS",499939,500571,633,"+","FIG01343392","PLF_1301_00142873","PGF_00422388","NP_358097.1",210,,"DNA/RNA HELICASE (DEAD/DEAH BOX FAMILY)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.556","spr0504","VBIStrPne107296_0556","PATRIC.171101.6.NC_003098.CDS.500872.501711.fwd","PATRIC","CDS",500872,501711,840,"+","FIG00001011","PLF_1301_00001544","PGF_03514578","NP_358098.1",279,"licT","Beta-glucoside bgl operon antiterminator, BglG family","GO:0003723|RNA binding"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.557","spr0505","VBIStrPne107296_0557","PATRIC.171101.6.NC_003098.CDS.501729.503567.fwd","PATRIC","CDS",501729,503567,1839,"+","FIG00007563","PLF_1301_00001329","PGF_04512237","NP_358099.1",612,"PTS-EII","PTS system, beta-glucoside-specific IIB component / PTS system, beta-glucoside-specific IIC component / PTS system, beta-glucoside-specific IIA component",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.55","spr0047","VBIStrPne107296_0055","PATRIC.171101.6.NC_003098.CDS.50314.51756.fwd","PATRIC","CDS",50314,51756,1443,"+","FIG00000179","PLF_1301_00000065","PGF_00050995","NP_357641.1",480,"purF","Amidophosphoribosyltransferase (EC 2.4.2.14)","GO:0004044|amidophosphoribosyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.558","spr0506","VBIStrPne107296_0558","PATRIC.171101.6.NC_003098.CDS.503580.504995.fwd","PATRIC","CDS",503580,504995,1416,"+","FIG00001882","PLF_1301_00000630","PGF_08148954","NP_358100.1",471,"bglH","6-phospho-beta-glucosidase (EC 3.2.1.86)","GO:0008706|6-phospho-beta-glucosidase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.559","spr0507","VBIStrPne107296_0559","PATRIC.171101.6.NC_003098.CDS.505587.506633.fwd","PATRIC","CDS",505587,506633,1047,"+","FIG00000098","PLF_1301_00000120","PGF_02019462","NP_358101.2",348,"pheS","Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)","GO:0004826|phenylalanine-tRNA ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.560","spr0508","VBIStrPne107296_0560","PATRIC.171101.6.NC_003098.CDS.506633.507142.fwd","PATRIC","CDS",506633,507142,510,"+","FIG01315364","PLF_1301_00001392","PGF_00024249","NP_358102.1",169,,"N1-spermidine/spermine acetyltransferase PaiA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.561","spr0509","VBIStrPne107296_0561","PATRIC.171101.6.NC_003098.CDS.507219.509621.fwd","PATRIC","CDS",507219,509621,2403,"+","FIG00000116","PLF_1301_00000444","PGF_00033095","NP_358103.1",800,"pheT","Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)","GO:0004826|phenylalanine-tRNA ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.562","spr0510","VBIStrPne107296_0562","PATRIC.171101.6.NC_003098.CDS.509689.510690.rev","PATRIC","CDS",509689,510690,1002,"-","FIG01321207","PLF_1301_00001460","PGF_06214077","NP_358104.1",333,,"Conserved membrane spanning protein with endonuclease/exonuclease/phosphatase domain",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.563","spr0511","VBIStrPne107296_0563","PATRIC.171101.6.NC_003098.CDS.510846.511148.fwd","PATRIC","CDS",510846,511148,303,"+","FIG01306568","PLF_1301_00029559","PGF_01000105","NP_358105.1",100,"IS1239-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.564","spr0512","VBIStrPne107296_0564","PATRIC.171101.6.NC_003098.CDS.511177.511296.fwd","PATRIC","CDS",511177,511296,120,"+","FIG01325805","PLF_1301_00029559","PGF_01000105","NP_358106.1",39,"IS1239-truncation","Mobile element protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.565","spr0513","VBIStrPne107296_0565","PATRIC.171101.6.NC_003098.CDS.511419.511685.fwd","PATRIC","CDS",511419,511685,267,"+","FIG01342244","PLF_1301_00000769","PGF_00060461","NP_358107.1",88,,"Antitoxin HigA",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.566","spr0514","VBIStrPne107296_0566","PATRIC.171101.6.NC_003098.CDS.511946.514195.fwd","PATRIC","CDS",511946,514195,2250,"+","FIG00000683","PLF_1301_00000780","PGF_01219411","NP_358108.1",749,"metE","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)","GO:0003871|5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.567","spr0515","VBIStrPne107296_0567","PATRIC.171101.6.NC_003098.CDS.514259.515125.fwd","PATRIC","CDS",514259,515125,867,"+","FIG00000453","PLF_1301_00000817","PGF_04775373","NP_358109.1",288,"metF","5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.568","spr0516","VBIStrPne107296_0568","PATRIC.171101.6.NC_003098.CDS.515810.518023.fwd","PATRIC","CDS",515810,518023,2214,"+","FIG00000391","PLF_1301_00000101","PGF_03104485","NP_358110.1",737,"pnpA","Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)","GO:0004654|polyribonucleotide nucleotidyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.56","spr0048","VBIStrPne107296_0056","PATRIC.171101.6.NC_003098.CDS.51793.52815.fwd","PATRIC","CDS",51793,52815,1023,"+","FIG00000222","PLF_1301_00000061","PGF_00033954","NP_357642.1",340,"purM","Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)","GO:0004641|phosphoribosylformylglycinamidine cyclo-ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.569","spr0517","VBIStrPne107296_0569","PATRIC.171101.6.NC_003098.CDS.518039.518656.fwd","PATRIC","CDS",518039,518656,618,"+","FIG00000128","PLF_1301_00000308","PGF_04695681","NP_358111.1",205,"cysE","Serine acetyltransferase (EC 2.3.1.30)","GO:0009001|serine O-acetyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.570","spr0518","VBIStrPne107296_0570","PATRIC.171101.6.NC_003098.CDS.518668.519552.fwd","PATRIC","CDS",518668,519552,885,"+","FIG00989082","PLF_1301_00001156","PGF_10519603","NP_358112.1",294,,"Acetyltransferase, GNAT family",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.571","spr0519","VBIStrPne107296_0571","PATRIC.171101.6.NC_003098.CDS.519634.520977.fwd","PATRIC","CDS",519634,520977,1344,"+","FIG00000086","PLF_1301_00000255","PGF_02797400","NP_358113.1",447,"cysS","Cysteinyl-tRNA synthetase (EC 6.1.1.16)","GO:0004817|cysteine-tRNA ligase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.572","spr0520","VBIStrPne107296_0572","PATRIC.171101.6.NC_003098.CDS.520970.521356.fwd","PATRIC","CDS",520970,521356,387,"+","FIG00001298","PLF_1301_00000384","PGF_00598888","NP_358114.1",128,,"Mini-ribonuclease III",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.573","spr0521","VBIStrPne107296_0573","PATRIC.171101.6.NC_003098.CDS.521360.522244.fwd","PATRIC","CDS",521360,522244,885,"+","FIG01117167","PLF_1301_00001281","PGF_00016855","NP_358115.1",294,,"Leucine rich protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.574","spr0522","VBIStrPne107296_0574","PATRIC.171101.6.NC_003098.CDS.522615.522836.fwd","PATRIC","CDS",522615,522836,222,"+","FIG01115112","PLF_1301_00000600","PGF_08225224","NP_358116.1",73,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.575",,"VBIStrPne107296_0575","PATRIC.171101.6.NC_003098.CDS.522833.522979.fwd","PATRIC","CDS",522833,522979,147,"+","FIG01115112","PLF_1301_00000600","PGF_08225224",,48,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.576","spr0523","VBIStrPne107296_0576","PATRIC.171101.6.NC_003098.CDS.523125.523298.fwd","PATRIC","CDS",523125,523298,174,"+","FIG01956782","PLF_1301_00012816","PGF_00978699","NP_358117.1",57,"transposase_H-truncation","Maturase-related protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.577","spr0524","VBIStrPne107296_0577","PATRIC.171101.6.NC_003098.CDS.523650.524927.fwd","PATRIC","CDS",523650,524927,1278,"+","FIG00026595","PLF_1301_00023403","PGF_04644905","NP_358118.1",425,"vex1","ABC transporter membrane-spanning permease, Pep export, Vex1",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.578","spr0525","VBIStrPne107296_0578","PATRIC.171101.6.NC_003098.CDS.524940.525587.fwd","PATRIC","CDS",524940,525587,648,"+","FIG00028865","PLF_1301_00000744","PGF_00003434","NP_358119.1",215,"vex2","ABC transporter, ATP-binding protein Vex2","GO:0005524|ATP binding;GO:0016887|ATPase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.579","spr0526","VBIStrPne107296_0579","PATRIC.171101.6.NC_003098.CDS.525639.527018.fwd","PATRIC","CDS",525639,527018,1380,"+","FIG00026595","PLF_1301_00001126","PGF_00002214","NP_358120.1",459,"vex3","ABC transporter membrane-spanning permease, Pep export, Vex3","GO:0016020|membrane"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.580","spr0528","VBIStrPne107296_0580","PATRIC.171101.6.NC_003098.CDS.527330.527986.fwd","PATRIC","CDS",527330,527986,657,"+","FIG00016235","PLF_1301_00001189","PGF_00062517","NP_358122.1",218,"vncR","Two-component response regulator VncR","GO:0000156|two-component response regulator activity;GO:0003677|DNA binding"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.581","spr0529","VBIStrPne107296_0581","PATRIC.171101.6.NC_003098.CDS.527983.529311.fwd","PATRIC","CDS",527983,529311,1329,"+","FIG00017458","PLF_1301_00001205","PGF_00050585","NP_358123.1",442,"vncS","Sensor histidine kinase VncS","GO:0000155|two-component sensor activity;GO:0004871|signal transducer activity;GO:0005524|ATP binding;GO:0007165|signal transduction;GO:0016020|membrane"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.57","spr0049","VBIStrPne107296_0057","PATRIC.171101.6.NC_003098.CDS.52812.53357.fwd","PATRIC","CDS",52812,53357,546,"+","FIG00000253","PLF_1301_00000071","PGF_00033968","NP_357643.1",181,"purN","Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)","GO:0004644|phosphoribosylglycinamide formyltransferase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.582","spr0530","VBIStrPne107296_0582","PATRIC.171101.6.NC_003098.CDS.529452.530333.fwd","PATRIC","CDS",529452,530333,882,"+","FIG00000370","PLF_1301_00000418","PGF_10143857","NP_358124.1",293,"fba","Fructose-bisphosphate aldolase class II (EC 4.1.2.13)","GO:0004332|fructose-bisphosphate aldolase activity"
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.583","spr0531","VBIStrPne107296_0583","PATRIC.171101.6.NC_003098.CDS.530654.531844.rev","PATRIC","CDS",530654,531844,1191,"-","FIG00905558","PLF_1301_00000930","PGF_01890265","NP_358125.1",396,,"Oxidoreductase",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.584",,"VBIStrPne107296_0584","PATRIC.171101.6.NC_003098.CDS.531889.532083.fwd","PATRIC","CDS",531889,532083,195,"+","FIG01335776","PLF_1301_00013005","PGF_08225224",,64,,"hypothetical protein",
"Streptococcus pneumoniae R6","171101.6","NC_003098","fig|171101.6.peg.585",,"VBIStrPne107296_0585","PATRIC.171101.6.NC_003098.CDS.532016.532123.rev","PATRIC","CDS",532016,532123,108,"-","FIG01423617","PLF_1301_00000014","PGF_04059154",,35,,"DNA alkylation repair enzyme",
