,mean cluster ratio,mean fractional difference,mean fractional importance,species count,zero-weighted difference,zero-weighted importance,reaction string,subsystem class,subsystem sub-class,subsystem,role
rxn00265,0.7193218198634035,0.006890895867270713,0.00013666625256461036,4,0.0009504683954856156,1.885051759511867e-05,Citrate <=> Acetate + Oxaloacetate,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates']","['Central carbohydrate metabolism', 'Central carbohydrate metabolism', 'Organic acids', 'Organic acids', 'Organic acids']","['TCA_Cycle', 'TCA_Cycle', 'Citrate_Metabolism,_Transport,_and_Regulation', 'Citrate_Metabolism,_Transport,_and_Regulation', 'Citrate_Metabolism,_Transport,_and_Regulation']","['Citrate lyase alpha chain (EC 4.1.3.6)', 'Citrate lyase beta chain (EC 4.1.3.6)', 'Citrate lyase alpha chain (EC 4.1.3.6)', 'Citrate lyase beta chain (EC 4.1.3.6)', 'Citrate lyase gamma chain, acyl carrier protein (EC 4.1.3.6)']"
rxn00032,0.7198837136072491,0.004182288580514078,3.9010780482387555e-05,3,0.0004326505428118011,4.035597980936644e-06,O2 + 2.0 Choline <=> 2.0 H2O + 2.0 Betaine aldehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn11535,0.7206240795780681,0.009823389897097514,0.00040483682007803613,6,0.00203242549595121,8.375934208511093e-05,H2O + Juvenile hormone III <=> H+ + Methanol + Juvenile hormone III acid,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn11537,0.7206240795780681,0.009823389897097514,0.00040483682007803613,6,0.00203242549595121,8.375934208511093e-05,S-Adenosyl-L-methionine + Juvenile hormone III acid <=> S-Adenosyl-homocysteine + Juvenile hormone III,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00764,0.720842439896682,0.017956929107746523,0.00010278362039059116,1,0.0006192044519912595,3.5442627720893503e-06,NADP + Glycerol <=> NADPH + H+ + Glycerone,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn11004,0.7216770587508321,0.07835333615656205,0.0042395352917849755,7,0.01891287424468739,0.0010233361049136148,H2O + FAD + 2-Oxoglutarate + H+ <=> CO2 + Succinate + FADH2,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00899,0.7222197052072006,0.040368620869401774,0.0010508256577880805,4,0.005568085637158865,0.00014494147003973524,NAD + CoA + 3-Methyl-2-oxobutanoate <=> NADH + CO2 + Isobutyryl-CoA,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn13794,0.722249012507183,0.026434213013438086,0.0007236511221714543,3,0.0027345737600108365,7.486046091428837e-05,H2O + ATP + GABA <=> ADP + Phosphate + H+ + GABA,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn35344,0.7233750029849321,0.020957678956544774,0.0020726652228157754,4,0.002890714338833762,0.0002858848583194173,5-10-Methenyltetrahydrofolate + NH4+ <=> 2.0 H+ + 5-Formiminotetrahydrofolate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09470,0.7234871794871794,0.03870973217587428,0.001433328429464432,3,0.004004455052676649,0.00014827535477218262,7.0 H2O + 7.0 NAD + NADPH + 7.0 O2 + 7.0 CoA + Hexadecenoyl-CoA <=> 7.0 NADH + NADP + 8.0 Acetyl-CoA + 7.0 H2O2 + 7.0 H+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10626,0.7244018041965504,0.05758357071405769,0.0034131274882554033,10,0.01985640369450265,0.0011769405131915184,4-Oxobutanoate + Isochorismate <=> Pyruvate + SHCHC,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn24199,0.7247195038893071,0.005022948086797116,0.00018716055056830472,6,0.0010392306386476792,3.872287253137339e-05,S-Adenosyl-L-methionine + SALC <=> S-Adenosyl-homocysteine + Methyl salicylate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn27089,0.7247195038893071,0.005022948086797116,0.00018716055056830472,6,0.0010392306386476792,3.872287253137339e-05,H2O + Methyl salicylate <=> H+ + Methanol + SALC,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn03750,0.7247371493661056,0.11528669828682303,0.004028444884412236,7,0.027827823724405558,0.0009723832479615742,NADH + O2 + H+ + 2-Hydroxyphenylacetate <=> H2O + NAD + Homogentisate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn03783,0.7247371493661056,0.11528669828682303,0.004028444884412236,7,0.027827823724405558,0.0009723832479615742,NADH + O2 + PACT <=> H2O + NAD + 2-Hydroxyphenylacetate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01827,0.7255270964816569,0.07585192483723269,0.0030669400095397195,8,0.020924668920615914,0.0008460524164247502,O2 + p-hydroxyphenylpyruvate <=> CO2 + Homogentisate,"['Amino Acids and Derivatives', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Cofactors, Vitamins, Prosthetic Groups, Pigments', 'Experimental Subsystems', 'Metabolism of Aromatic Compounds']","['Aromatic amino acids and derivatives', 'Folate and pterines', 'Folate and pterines', 'Quinone cofactors', 'Quinone cofactors', 'Plant-Prokaryote DOE project', 'Metabolism of central aromatic intermediates']","['Aromatic_amino_acid_degradation', 'Pterin_carbinolamine_dehydratase', 'Pterin_metabolism_3', 'Plastoquinone_Biosynthesis', 'Tocopherol_Biosynthesis', 'COG3146_experimental', 'Homogentisate_pathway_of_aromatic_compound_degradation']","['4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)', '4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)', '4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)', '4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)', '4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)', '4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)', '4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)']"
rxn29549,0.7257902345894189,0.04445367497618668,0.0005738923081400365,2,0.0030657706880128743,3.957877987172665e-05,H+ + beta-Cellobiose <=> H+ + beta-Cellobiose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15091,0.7263579360275529,0.031296549524084886,0.0008174840961776818,4,0.0043167654515979155,0.00011275642705899059,2-Oxoglutarate + L-Cysteine <=> D-Glutamate + Mercaptopyruvate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn29779,0.7264900662251655,0.024626781905937815,0.003003934336314383,1,0.0008491993760668212,0.00010358394263153044,H2O + ATP + Sorbitol --> ADP + Phosphate + H+ + Sorbitol,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10115,0.7280388814820946,0.015482707190290504,0.001494238025396399,17,0.00907606973223926,0.0008759326355771993,Formate + 3.0 H+ + Menaquinone 8 <=> CO2 + 2.0 H+ + Menaquinol 8,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09174,0.7288493086477619,0.022121763850114537,0.0009149239177081757,3,0.0022884583293221934,9.464730183188025e-05,Succinate + Propionyl-CoA <=> Succinyl-CoA + Propionate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn38863,0.7301463242213377,0.08946270655996476,0.004833005629178291,8,0.02467936732688683,0.0013332429321871147,L-Serine + 2-Oxobutyrate --> H2O + H+ + N-Acetyl-L-glutamate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00647,0.7303289530046675,0.036016032753814285,0.0008653946101991074,5,0.006209660819623153,0.00014920596727570817,2-Oxoglutarate + L-Cysteine <=> L-Glutamate + Mercaptopyruvate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15407,0.7303370786516854,0.009334785844617305,0.00040712318050061685,2,0.0006437783341115383,2.8077460724180472e-05,FAD + H+ + (R)-2-Hydroxyglutarate --> 2-Oxoglutarate + FADH2,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn34086,0.7324378219195264,0.00593672835744952,0.000229462255166975,5,0.001023573854732676,3.956245778740948e-05,L-Glutamate + 2-Oxoglutarate <=> L-Glutamate + 2-Oxoglutarate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09370,0.7331506049273631,0.26100960226914927,0.02557675198505878,4,0.03600132445091714,0.0035278278600081076,2.0 H2O + O2 + Urate <=> CO2 + H2O2 + H+ + Allantoin,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn02392,0.73340395480226,0.0074104214215337805,0.00022506236826861574,2,0.0005110635463126745,1.552154263921488e-05,NAD + HPL <=> NADH + H+ + p-hydroxyphenylpyruvate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00656,0.7342533162379784,0.1262493996458602,0.030969589044549356,12,0.05224113088794216,0.012815002363261803,L-Alanine + 3-Oxopropanoate <=> Pyruvate + beta-Alanine,"['Carbohydrates', 'Clustering-based subsystems', 'Clustering-based subsystems']","['Central carbohydrate metabolism', 'Biosynthesis of galactoglycans and related lipopolysacharides', 'Putrescine/GABA utilization cluster-temporal,to add to SSs']","['Pyruvate_Alanine_Serine_Interconversions', 'CBSS-258594.1.peg.3339', 'GABA_and_putrescine_metabolism_from_cluters']","['Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)', 'Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)', 'Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)']"
rxn12210,0.7358892438764643,0.0035358444976901736,0.0003541774923633173,3,0.00036577701700243176,3.6639050934136275e-05,H2O + Pyruvate + Q <=> CO2 + Acetate + QH2,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn05485,0.7363819499745434,0.5108906623021005,0.04746533827079827,2,0.035233838779455205,0.0032734716048826392,Phosphoenolpyruvate + N-Acetyl-D-glucosamine <=> Pyruvate + N-Acetyl-D-glucosamine 6-phosphate,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Cell Wall and Capsule', 'Cell Wall and Capsule', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Membrane Transport', 'Regulation and Cell signaling']","['Aminosugars', 'Aminosugars', 'Sugar alcohols', 'Sugar alcohols', 'Capsular and extracellular polysacchrides', 'Capsular and extracellular polysacchrides', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', 'Sugar Phosphotransferase Systems, PTS', '-']","['Chitin_and_N-acetylglucosamine_utilization', 'Chitin_and_N-acetylglucosamine_utilization', 'Mannitol_Utilization', 'Mannitol_Utilization', 'Sialic_Acid_Metabolism', 'Sialic_Acid_Metabolism', 'PTS_uptake_system_scrtach', 'PTS_uptake_system_scrtach', 'PTS_uptake_system_scrtach', 'PTS_uptake_system_scrtach', 'Sugar_catabolome_in_Shewanella_species', 'Sugar_catabolome_in_Shewanella_species', 'Transporters_In_Models', 'Transporters_In_Models', 'Transporters_In_Models', 'Transporters_In_Models', 'Fructose_and_Mannose_Inducible_PTS', 'Fructose_and_Mannose_Inducible_PTS', 'Galactose-inducible_PTS', 'Galactose-inducible_PTS', 'Sucrose-specific_PTS', 'Sucrose-specific_PTS', 'HPr_catabolite_repression_system']","['PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)', 'PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)', 'PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)', 'PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)', 'PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)', 'PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system', 'Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)', 'Phosphocarrier protein of PTS system']"
rxn30304,0.7366508534531073,0.020418172773600987,0.0004765138200940114,5,0.003520374616138101,8.215755518862265e-05,H2O + O2 + L-Aspartate --> H2O2 + Oxaloacetate + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00971,0.7370795461582214,0.012791815980483125,0.00038931325816512086,6,0.0026465826166516813,8.05475706548526e-05,ATP + CoA + H+ + Citrate <=> ADP + Phosphate + (3S)-Citryl-CoA,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01228,0.7371663244353183,0.013039057152635182,0.000844058224641093,2,0.0008992453208713919,5.821091204421331e-05,H2O + Lactose-6-phosphate <=> Phosphate + LACT,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn06592,0.7371663244353183,0.0030909331193276265,0.00020679643738450787,2,0.00021316780133293976,1.4261823267897094e-05,Maltose + Protein N-pros-phosphohistidine <=> maltose-6-phosphate + Protein histidine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00615,0.7373949579831933,0.004493729619803415,0.0003942723603206994,2,0.00030991238757264935,2.719119726349651e-05,ATP + Glycerol <=> ADP + H+ + Glycerol-3-phosphate,"['Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Fatty Acids, Lipids, and Isoprenoids', 'Virulence']","['Central carbohydrate metabolism', 'Sugar alcohols', '-', 'Phospholipids', 'Detection']","['Dihydroxyacetone_kinases', 'Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization', 'Sugar_catabolome_in_Shewanella_species', 'Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria', 'MLST']","['Glycerol kinase (EC 2.7.1.30)', 'Glycerol kinase (EC 2.7.1.30)', 'Glycerol kinase (EC 2.7.1.30)', 'Glycerol kinase (EC 2.7.1.30)', 'Glycerol kinase (EC 2.7.1.30)']"
rxn00989,0.7412655066523912,0.12438659754577205,0.008510220084130275,10,0.042891930188197265,0.0029345586497000944,H2O + Acetoacetyl-CoA <=> CoA + H+ + Acetoacetate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01011,0.74183336794466,0.011664764920821117,0.0008182633000992293,4,0.0016089330925270506,0.00011286390346196265,NAD + Glycerate <=> NADH + H+ + Hydroxypyruvate,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Experimental Subsystems']","['CO2 fixation', 'Central carbohydrate metabolism', 'One-carbon Metabolism', 'Organic acids', '-', 'Monosaccharides', 'Monosaccharides']","['Photorespiration_(oxidative_C2_cycle)', 'Glycolate,_glyoxylate_interconversions', 'Serine-glyoxylate_cycle', 'Glycerate_metabolism', 'Glyoxylate-Hydroxypyruvate_Conversion', 'The_Tartronate_Semialdehyde_Hub', 'The_Tartronate_Semialdehyde_Hub']","['Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase, putative (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase (EC 1.1.1.81)', 'Hydroxypyruvate reductase, putative (EC 1.1.1.81)']"
rxn00734,0.7426457741385852,0.008614377685891569,0.0002722840498715726,11,0.003267522570510595,0.00010328015684783787,0.5 O2 + Phosphate + H+ + 2-Oxobutyrate <=> H2O + CO2 + Propionyl phosphate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn08936,0.7441860465116279,0.002797335368957689,0.00011937461924988229,3,0.0002893795209266575,1.2349098543091272e-05,H2O + Maltoheptaose <=> D-Glucose + Maltohexaose,['Carbohydrates'],['Di- and oligosaccharides'],['Maltose_and_Maltodextrin_Utilization'],"['Oligo-1,6-glucosidase (EC 3.2.1.10)']"
rxn33339,0.7450520833333333,0.009200032208329812,0.0003337179166785357,2,0.0006344849798848146,2.3015028736450735e-05,H2O + Melibiose --> beta-D-Glucose + beta D-Galactose,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00856,0.7473118279569892,0.004784634012493702,0.00015834679846324148,2,0.0003299747594823243,1.0920468859533896e-05,2-Oxoglutarate + Putrescine <=> L-Glutamate + 4-Aminobutanal,"['Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Experimental Subsystems']","['Arginine; urea cycle, polyamines', 'Arginine; urea cycle, polyamines', '-']","['Arginine_and_Ornithine_Degradation', 'Putrescine_utilization_pathways', 'Gamma-aminobutyrate_(GABA)_shunt']","['Putrescine aminotransferase (EC 2.6.1.82)', 'Putrescine aminotransferase (EC 2.6.1.82)', 'Putrescine aminotransferase (EC 2.6.1.82)']"
rxn01402,0.7473118279569892,0.0030982933716842587,0.00012098070216740271,2,0.00021367540494374198,8.343496701200187e-06,H2O + N1-Acetylspermidine <=> Acetate + Spermidine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn09878,0.7473118279569892,0.0030982933716842587,0.00012098070216740271,2,0.00021367540494374198,8.343496701200187e-06,H2O + O2 + N1-Acetylspermidine <=> H2O2 + 3-Aminopropanal + N-Acetylputrescine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01618,0.7473118279569892,0.0017244703296742424,6.07267121412956e-06,2,0.00011892898825339602,4.1880491131928e-07,NADP + L-Lactaldehyde <=> NADPH + H+ + 2-Oxopropanal,['Carbohydrates'],['Central carbohydrate metabolism'],['Methylglyoxal_Metabolism'],['NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)']
rxn00816,0.7476796714579055,0.032093733957905546,0.001493241049593088,2,0.0022133609626141756,0.00010298214135124745,H2O + LACT <=> D-Glucose + Galactose,"['Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Sulfur Metabolism', 'Sulfur Metabolism', 'Sulfur Metabolism']","['-', 'Di- and oligosaccharides', 'Di- and oligosaccharides', 'Di- and oligosaccharides', 'Monosaccharides', '-', '-', '-', '-']","['Sugar_utilization_in_Thermotogales', 'Lactose_and_Galactose_Uptake_and_Utilization', 'Lactose_and_Galactose_Uptake_and_Utilization', 'Lactose_and_Galactose_Uptake_and_Utilization', 'Lactose_utilization', 'Sugar_catabolome_in_Shewanella_species', 'Galactosylceramide_and_Sulfatide_metabolism', 'Galactosylceramide_and_Sulfatide_metabolism', 'Galactosylceramide_and_Sulfatide_metabolism']","['Beta-galactosidase (EC 3.2.1.23)', 'Beta-galactosidase (EC 3.2.1.23)', 'Beta-galactosidase large subunit (EC 3.2.1.23)', 'Beta-galactosidase small subunit (EC 3.2.1.23)', 'Beta-galactosidase (EC 3.2.1.23)', 'Beta-galactosidase (EC 3.2.1.23)', 'Beta-galactosidase (EC 3.2.1.23)', 'Beta-galactosidase large subunit (EC 3.2.1.23)', 'Beta-galactosidase small subunit (EC 3.2.1.23)']"
rxn10932,0.7491790723494891,0.033065272272161536,0.00796963556657374,5,0.005700909012441645,0.0013740750976851278,L-Histidine <=> L-Histidine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn10151,0.7513104217802503,0.012761870400112335,0.00039932470674347543,11,0.004840709462111576,0.0001514679922130424,L-Aspartate + 2.0 H+ <=> L-Aspartate + 2.0 H+,['Carbohydrates'],['Central carbohydrate metabolism'],"['Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP']","['Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate, aspartate']"
rxn04794,0.7514260282169692,0.2247886672851973,0.03069536406225778,7,0.054259333482633836,0.007409225808131189,CoA + 2-Oxobutyrate <=> Formate + Propionyl-CoA,"['Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Carbohydrates', 'Carbohydrates', 'Respiration']","['Lysine, threonine, methionine, and cysteine', 'Lysine, threonine, methionine, and cysteine', 'Fermentation', 'Fermentation', '-']","['Threonine_anaerobic_catabolism_gene_cluster', 'Threonine_anaerobic_catabolism_gene_cluster', 'Butanol_Biosynthesis', 'Fermentations:_Mixed_acid', 'Formate_hydrogenase']","['2-ketobutyrate formate-lyase (EC 2.3.1.-)', 'Pyruvate formate-lyase (EC 2.3.1.54)', 'Pyruvate formate-lyase (EC 2.3.1.54)', 'Pyruvate formate-lyase (EC 2.3.1.54)', 'Pyruvate formate-lyase (EC 2.3.1.54)']"
rxn30029,0.7519134918289256,0.007379363109552693,0.00016471517559027676,5,0.0012723039844056367,2.839916820522013e-05,NADPH + 2.0 H+ + GMP --> NADP + IMP + NH4+,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn15570,0.7534718286807423,0.206523823936879,0.020961238169244646,2,0.014243022340474414,0.0014456026323616997,UDP-galactose + beta-D-Glucose <=> UDP + LACT,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01802,0.7547425474254742,0.0021373443963902876,0.00017600196563806236,2,0.00014740306182001983,1.2138066595728438e-05,FAD + H+ + Glutaryl-CoA <=> CO2 + Crotonyl-CoA + FADH2,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00688,0.7567069238292763,0.16412903904288084,0.049017523946977115,14,0.07923470850345972,0.023663632250264813,H2O + NADP + 10-Formyltetrahydrofolate <=> NADPH + CO2 + H+ + Tetrahydrofolate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01826,0.7597455973503214,0.07380478567651684,0.0018784198484293453,2,0.005089985219070127,0.00012954619644340313,O2 + H+ + Homogentisate <=> H2O + CO2 + Gentisate aldehyde,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn05559,0.7613267327243797,0.013096240553852423,0.0004944335339117123,5,0.0022579725092849003,8.524716101926076e-05,Formate + H+ <=> Formate + H+,"['Carbohydrates', 'Experimental Subsystems', 'Experimental Subsystems', 'Respiration']","['Fermentation', '-', '-', '-']","['Fermentations:_Mixed_acid', 'Transporters_In_Models', 'Transporters_In_Models', 'Formate_hydrogenase']","['Formate efflux transporter (TC 2.A.44 family)', 'Formate efflux transporter (TC 2.A.44 family)', 'formate/nitrite transporter family protein', 'Formate efflux transporter (TC 2.A.44 family)']"
rxn15092,0.7634535777646363,0.00922250632222542,0.00030201721098406607,3,0.0009540523781612504,3.124315975697235e-05,H2O + Glyoxalate + Propionyl-CoA --> CoA + H+ + (R)-2-Hydroxyglutarate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn14209,0.7635819681359608,0.08719321402705005,0.0027431918065352755,5,0.015033312763284491,0.0004729641045750475,2.0 NADPH + 2.0 O2 + L-Phenylalanine + 2.0 H+ <=> 3.0 H2O + 2.0 NADP + CO2 + (Z)-Phenylacetaldehyde oxime,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn07645,0.7635819681359608,0.08689647812200554,0.002734087344532369,5,0.014982151400345782,0.00047139436974696013,2.0 H2O + H+ + Benzyl cyanide <=> NH3 + PACT,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn01054,0.7647095887154941,0.008090810019317985,0.0005175162210241102,4,0.0011159737957679979,7.138154772746348e-05,Oxaloacetate + L-Lactate <=> Pyruvate + L-Malate,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn06934,0.7699573430834857,0.012656480116644,0.0007517308349626024,3,0.0013092910465493793,7.776525878923472e-05,Dulcose + Protein N-pros-phosphohistidine <=> Galactitol 1-phosphate + Protein histidine,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00924,0.7730252442750526,0.12949481782911768,0.012724124843957539,6,0.026792031274989865,0.0026325775539222493,Acetate + H+ + Phenol <=> H2O + PACT,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn08934,0.7738092604880926,0.0030797986544760124,0.00013690339794945682,4,0.0004247998144104845,1.8883227303373354e-05,H2O + Maltopentaose <=> D-Glucose + Maltotetraose,['Carbohydrates'],['Di- and oligosaccharides'],['Maltose_and_Maltodextrin_Utilization'],"['Oligo-1,6-glucosidase (EC 3.2.1.10)']"
rxn01491,0.7749099639855942,0.004544149787870641,0.0006106260479035571,2,0.00031338964054280284,4.2112141234728075e-05,"H2O + D-fructose-1,6-bisphosphate <=> Phosphate + D-fructose-1-phosphate",['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00356,0.7749989954002319,0.5501507262994954,0.07389607412387432,2,0.0379414293999652,0.005096280974060298,D-Glucose + UDP-galactose <=> UDP + LACT,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn00157,0.7762125159037179,0.02353600597382333,0.003007918457672075,7,0.005681104890233218,0.000726049282886363,Acetyl-CoA + Formate <=> CoA + Pyruvate,"['Amino Acids and Derivatives', 'Amino Acids and Derivatives', 'Carbohydrates', 'Carbohydrates', 'Carbohydrates', 'Experimental Subsystems', 'Respiration', 'Respiration']","['Lysine, threonine, methionine, and cysteine', 'Lysine, threonine, methionine, and cysteine', 'Fermentation', 'Fermentation', 'Fermentation', '-', '-', '-']","['Threonine_anaerobic_catabolism_gene_cluster', 'Threonine_anaerobic_catabolism_gene_cluster', 'Butanol_Biosynthesis', 'Fermentations:_Mixed_acid', 'Fermentations:_Mixed_acid', 'Iron-sulfur_experimental', 'Formate_hydrogenase', 'Formate_hydrogenase']","['Pyruvate formate-lyase (EC 2.3.1.54)', 'Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)', 'Pyruvate formate-lyase (EC 2.3.1.54)', 'Pyruvate formate-lyase (EC 2.3.1.54)', 'Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)', 'Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)', 'Pyruvate formate-lyase (EC 2.3.1.54)', 'Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)']"
rxn08444,0.7803978026681315,0.042043429844082894,0.0013857329161422408,8,0.011598187543195282,0.00038227114928061814,H2O + strcoa <=> CoA + H+ + ocdca,['Unassigned'],['Unassigned'],['Unassigned'],['Unassigned']
rxn08935,0.7807308970099668,0.004038203571389788,9.722696331081699e-05,2,0.0002784967980268819,6.705307814539102e-06,H2O + Maltohexaose <=> D-Glucose + Maltopentaose,['Carbohydrates'],['Di- and oligosaccharides'],['Maltose_and_Maltodextrin_Utilization'],"['Oligo-1,6-glucosidase (EC 3.2.1.10)']"
